;Unnamed: 0;datum;url;sentiment;discussielengte;views;auteur;GPS breedtegraad;GPS lengtegraad;bericht tekst;likes count;datum utc;hashtags
0;0;2018-02-14 19:04;https://instagram.com/p/BfL78d8HCWQ/;0;6.0;294.0;my.bird.pics;52.783333;6.9;Staartmees                       ;294.0;2018-02-14 18:04:55;longtailedtit tailedtit staartmees bird birdoftheday birdsofinstagram birdsofig bestbirdshots featherperfection ig_netherlands igdrenthe igdrenthe_overijssel igbirds vogel vogelfotografie vogelbeschermingnederland vroegevogels_bnnvara mooidrenthe roegtv rtvdrenthe nikon nikon5600 emmen
1;1;2018-03-21 14:57;https://instagram.com/p/BglnaygF06P/;0;1.0;27.0;maudenamericalatina;14.4056;-90.698303; Palin, Escuintla, Guatemala - ‘Semana Santa’, of ‘holy week’ begint een week voor Pasen in de katholieke wereld. Hier in Guatemala echter al 1,5 maand van te voren elke zondag processies door dorpen en steden. Kerkgangers verkleden zich tot Romeinen en ‘cucuruchos’ mannen en jongetjes in paarse gewaden met Arabische hoofddoek in idem kleur of een puntmuts (zoals kukuxclan): cucurucho verwijst naar punt of hoorn. Een groep cucuruchos draagt een enorme bijbelse representatie op de schouder. Hier bijvoorbeeld Jesus die voort ploetert met een enorm kruis. Jesus lijkt vanaf een afstand een beetje dronken want schommelt van links naar recht zo op de schouders van de cucuruchos. Het is een bizarre multiculturele setting! Romeinen naast indigenas in prachtige kleuren. De Maya meet the Romans!  De processie walst over een serie aan ‘alfombras’, kleurrijke tapijten van gekleurd zaagsel, planten, bloemen, fruit en groente. • • • •                              ;27.0;2018-03-21 13:57:12;guatemala palin escuintla guate gt procesion procession cucurucho jesus domingo sunday church cuaresma tercerdomingo romain romano romeinen indigena indigenouswomen purpura purple paars alfombra semanasanta semanasanta2018 catholic cross carry culture tradition
2;2;2017-03-19 16:39;https://instagram.com/p/BR0zb7MhcWf/;+;0.0;24.0;festivalaangeschotenwild;52.009392;4.3580000000000005;Handig die technische studenten als je driehoeken moet berekenen!       ;24.0;2017-03-19 15:39:55;tudelft meetkunde klussen isdiestudietochnogergensgoedvoor festival 31maart2017 voorbereidingen
3;3;2018-02-02 17:09;https://instagram.com/p/Bes1KtplW-V/;+;3.0;69.0;crealiscadeaus;52.747978;4.909431;• IK LIEF JOU • Met Valentijn ben ik altijd van de kleine gebaren (terwijl Jasper mij uit eten neemt. Verschil moet er zijn) Misschien stuur jij deze kaart naar jouw Valentijn?  Verkrijgbaar in de webshop of bij @twarmehuisje, @haarhuiswinkel en ‘t Pijlhuuske in Den Oever. • • •            ;69.0;2018-02-02 16:09:14;handlettering letters lettering handgemaakt fineliner handgeschreven wenskaart aquarel cactus liefde valentijn crealiscadeaus
4;4;2017-06-04 23:40;https://instagram.com/p/BU7t3-4FX38/;0;0.0;19.0;dordtyart;51.81797;4.68587;Afgelopen vrijdag in @de_volkskrant, een stukje door Rutger Pontzen over @dordtyart: 'met overstretchte beelden, bloemen in siliconen, een donkere kamer aan de ketting en bezielde beesten'         ;19.0;2017-06-04 21:40:11;dordtyart dordtyart2017 crossworks workinprogress artspace studio artresidency volkskrant dordrecht
5;5;2017-11-26 08:55;https://instagram.com/p/Bb82oB9Ffgs/;0;4.0;54.0;eftelingmenj;51.653587;5.043883;Poes in het sprookjesbos   Welke dieren hebben jullie al gezien in de Efteling? :selfmade by @eftelingnerd;54.0;2017-11-26 07:55:39;efteling sprookjesbos
6;6;2017-09-07 13:50;https://instagram.com/p/BYvR8WVjSGW/;0;0.0;21.0;onderdeoudepeerwebshop;52.762161;6.3626;           ;21.0;2017-09-07 11:50:48;showroom wandplaat schoolplaat housedecoration house webshop webstagram webshopping ruinen engelen stoerwonen tassen
7;7;2017-09-06 21:28;https://instagram.com/p/BYthfmBF-c9/;+;57.0;452.0;elmavk;53.212471;6.56608;I believe in unicorns..🦄🦄 Thanks @lovepeacejoy.nl for this awesome pink bomberjacket                               @keeponstylingcom;452.0;2017-09-06 19:28:12;lookdujour pinkbomberjacket whatiwore ootd outfitoftheday groningen instafashion instalifestyle fashiongram fashionphoto bomberjacket unicorn model modeling modeblogger streetstyle streetstyleluxe streetstylephotography stylegoals bloggerlife bloggerlook bloggerstyle wiw fashionaddict fashionably styleblogger fashionblogger stylediary
8;8;2018-03-19 18:44;https://instagram.com/p/Bgg3zUAlL_c/;+;4.0;77.0;yornievdijk;;;Inspiration monday • Vorige week een inspirerende demo van @nickbril van @thejaneantwerp mogen bijwonen.          ;77.0;2018-03-19 17:44:09;buzze buzzegeven inspiration monday onfire chefs thejane hanos eindhoven nickbril
9;9;2018-01-18 07:56;https://instagram.com/p/BeFN-T-hMfb/;+;2.0;11.0;bianca14021971;;;Goeiesmerrugens  Ik ga weer heerlijk klantjes en collega's vervelen van 9.00-18.00  tis weer Emté tijd.... Fijne dag allemaal           ;11.0;2018-01-18 06:56:22;Emté emtenl Wagnerplein Tilburg gezellig boodschappen klanten Sligro
10;10;2017-12-23 19:46;https://instagram.com/p/BdDihzlFyxJ/;0;0.0;16.0;thomaskuitenbrouwer;;;       ;16.0;2017-12-23 18:46:07;trees blackandwhite huaweip10plus leicasummilux nofilter musispark arnhem light
